http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id373instance,October
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1186instance,June
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id297instance,May
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id940instance,September
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id397instance,February
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1039instance,October
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1067instance,December
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id392instance,February
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1188instance,April
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1327instance,July
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id576instance,April
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id896instance,May
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id509instance,October
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id890instance,July
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id387instance,October
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id913instance,February
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id268instance,November
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id988instance,August
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1199instance,July
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1231instance,June
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id494instance,October
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id974instance,July
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1101instance,December
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1078instance,May
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id289instance,November
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1094instance,April
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1234instance,April
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id440instance,April
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id923instance,April
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1035instance,September
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id604instance,July
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1086instance,August
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id688instance,August
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id460instance,July
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id234instance,May
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id564instance,August
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id902instance,July
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1162instance,March
