http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id896instance,http://swrc.ontoware.org/ontology#abstract,"Proceedings of the First European Semantic Web Symposium (ESWS 2004) held on Crete, Greece, in May 2004. 
27 papers for the academic track and 6 papers for the industrial track span a wide range of topics from the Semantic Web area."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id122instance,http://swrc.ontoware.org/ontology#abstract,"With rising importance of knowledge interchange, many industrial and academic applications have adopted ontologies as their conceptual backbone. However, industrial and academic environments are very dynamic, thus inducing changes to application requirements. To fulfill these changes, often the underlying ontology must be evolved as well. As ontologies grow in size, the complexity of change management increases, thus requiring a well-structured ontology evolution process. In this paper we identify a possible six-phase evolution process and focus on providing the user with capabilities to control and customize it. We introduce the concept of an evolution strategy encapsulating policy for evolution with respect to userâ€™s requirements."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1058instance,http://swrc.ontoware.org/ontology#abstract,"Semantically rich descriptions of web services enable automatic composition and matchmaking. End users as well as providers compose web services according to their needs. Since in general, there can be more than one possibilities (combinations of web services) to achieve a certain goal, a user has to decide which of the alternatives suits him the best. This leads to the requirement that the combinations of web services must be comparable. This can be achieved by aggregating web service attributes. Since the ranking of web service combinations depends on user's needs, capabilities and willingness for ivestment of resources, considering user preferences is important while calculating the rank of a web service composition. We show, how user preferences as well as aggregation information can be modeled in a formal way and how web service combinations can be ranked automatically based on this information."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id865instance,http://swrc.ontoware.org/ontology#abstract,"Bibster is a semantics-based Peer-to-Peer system for exchanging bibliographic data among researchers. Bibster exploits ontologies in data storage, query formulation, query routing and answer presentation. While the original Bibster system assumed a globally shared domain ontology, we here describe extensions to the Bibster system, that allow to learn personalized ontologies from the local bibliographic metadata. These personal ontologies can not only be used for subsequently classifying the bibliographic metadata, but also for supporting an improved query refinement process."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id531instance,http://swrc.ontoware.org/ontology#abstract,Conceptual Information Systems are based on a formaliza- tion of the concept of `concept' as it is discussed in traditional philo- sophical logic. This formalization supports a human-centered approach to the development of Information Systems. We discuss this approach by means of an implemented Conceptual Information System for supporting IT security management in companies and organizations.
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id991instance,http://swrc.ontoware.org/ontology#abstract,"We discuss some of the recent controversies concerning the
DLP fragment of OWL. We argue that it is a meaningful fragment
and can serve as a basic interoperability layer between OWL and logic
programming-based ontology languages."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id556instance,http://swrc.ontoware.org/ontology#abstract,"Most enterprises agree that knowledge is an essential asset for success and survival on a increasingly competitive and global market. This awareness is one of the main reasons for the exponential growth of knowledge management in the past decade. Our approach to knowledge management is based on ontologies, and makes knowledge assets intelligently accessible to people in organizations. Most company-vital knowledge resides in the heads of people, and thus successful knowledge management does not only consider technical aspects, but also social ones. In this paper, we describe an approach to intelligent knowledge management that explicitly takes into account the social issues involved. The proof of concept is given by a large-scale initiative involving knowledge management of a virtual organization."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1330instance,http://swrc.ontoware.org/ontology#abstract,"The paper reports on the activities and results of a survey of certification schemes of ICT professionals across Europe towards harmonisation. The survey was undertaken by a consortium of nine organisations in Europe. The survey covers 36 professional informatics societies in 32 European countries, representing more than 400.000 ICT professionals in Europe. The European countries directly involved and represented in the consortium are the leading national professional informatics societies in Estonia, Germany, Hungary, Italy and United Kingdom. The paper describes the survey approach developed, survey methodology applied and overviews and discusses preliminary results of the survey activity."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id601instance,http://swrc.ontoware.org/ontology#abstract,"The paper describes the MIKE (Model-based and Incremental Knowledge Engineering) approach for the development of knowledge-based systems (kbs). It integrates semiformal specification techniques, formal specification techniques, and prototyping into a coherent framework. This allows the domain and task model of a kbs to be described on different formalization levels. All activities in the building process are embedded in a cyclic life cycle model. For the semiformal representation we use a hypermedia-based formalism which serves as a communication basis between expert and knowledge engineer during knowledge acquisition. The semiformal knowledge representation is also the basis for formalization, resulting in a formal and executable model of expertise specified in the Knowledge Acquisition and Representation Language (KARL). Since KARL is executable the model of expertise can be developed and validated by prototyping. A smooth transition from a semiformal to a formal specification and further on to design is achieved as all the description techniques rely on the same conceptual model to describe the functional and non-functional aspects of the system. Thus, the system is thoroughly documented at different description levels, each of which focuses on a distinct aspect of the entire development effort. Traceability of requirements is supported by linking the different models to each other. Though the MIKE approach aims at supporting the building process of kbs, its principles and methods apply also to the development of non-knowledge-based software systems, e.g. information systems."
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id107instance,http://swrc.ontoware.org/ontology#abstract,An approach for the evolution of a knowledge management system is discussed
